relative_path,parent_dataset,extension,size_bytes,modified_at,detected_format,encoding,schema_or_fields,spatial_fields,detected_crs,time_fields,time_coverage,row_count_estimate,source_or_owner_hint,license_hint,sensitivity_or_risk,proposed_ingestion_route,decision,decision_reason,follow_up_required
歷史品管、即時海氣象水文觀測資料\CWA\彭佳嶼資料浮標\realtime\2024.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,804699,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2024–2024,7223,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\彭佳嶼資料浮標\realtime\2025.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,737242,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2025–2025,6702,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\後壁湖潮位站\LonLat.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,48,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\後壁湖潮位站\qc\2023.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,5919848,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2023–2023,62843,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\後壁湖潮位站\qc\2024.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,5870535,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2024–2024,62319,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\後壁湖潮位站\qc\2025.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,5853046,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2025–2025,62200,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\後壁湖潮位站\realtime\2023.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,586403,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2023–2023,6271,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\後壁湖潮位站\realtime\2024.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,583459,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2024–2024,6207,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\後壁湖潮位站\realtime\2025.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,583714,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2025–2025,6196,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\成功浮球式波浪站\LonLat.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,48,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\成功浮球式波浪站\qc\2023.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,305824,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2023–2023,3371,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\成功浮球式波浪站\qc\2024.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,254836,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2024–2024,2746,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\成功浮球式波浪站\qc\2025.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,326768,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2025–2025,3575,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\成功浮球式波浪站\realtime\2023.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,256462,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2023–2023,2616,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\成功浮球式波浪站\realtime\2024.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,280881,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2024–2024,2866,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\成功浮球式波浪站\realtime\2025.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,363647,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2025–2025,3978,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\成功潮位站\LonLat.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,48,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\成功潮位站\qc\2023.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,5945325,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2023–2023,63113,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\成功潮位站\qc\2024.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,5876366,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2024–2024,62183,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\CWA\成功潮位站\qc\2025.csv,歷史品管與即時海氣象水文觀測資料（CWA）,.csv,5834803,2026-09-17T18:53:57+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2025–2025,61940,CWA,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,CWA qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（CWA）；確認 qc 與 realtime 時間範圍
